kind,step,loss,lr,grad_norm
instant,24043,0.0075,,
instant,24044,0.0088,,
instant,24044,0.0088,,
instant,24045,0.0314,,
instant,24045,0.0314,,
instant,24046,0.0615,,
instant,24046,0.0615,,
instant,24047,0.0129,,
instant,24047,0.0129,,
instant,24048,0.0047,,
instant,24048,0.0047,,
instant,24049,0.0064,,
instant,24049,0.0064,,
instant,24050,0.0797,,
instant,24050,0.0797,,
instant,24051,0.0216,,
instant,24051,0.0216,,
instant,24052,0.0196,,
instant,24052,0.0196,,
instant,24053,0.0344,,
instant,24053,0.0344,,
instant,24054,0.047,,
instant,24054,0.047,,
instant,24055,0.0084,,
instant,24055,0.0084,,
instant,24056,0.0307,,
instant,24056,0.0307,,
instant,24057,0.0831,,
instant,24057,0.0831,,
instant,24058,0.0146,,
instant,24058,0.0146,,
instant,24059,0.0203,,
instant,24059,0.0203,,
instant,24060,0.0178,,
instant,24060,0.0178,,
instant,24061,0.0031,,
instant,24061,0.0031,,
instant,24062,0.0077,,
instant,24062,0.0077,,
instant,24063,0.0156,,
instant,24063,0.0156,,
instant,24064,0.0157,,
instant,24064,0.0157,,
instant,24065,0.0118,,
instant,24065,0.0118,,
instant,24066,0.0133,,
instant,24066,0.0133,,
instant,24067,0.0124,,
instant,24067,0.0124,,
instant,24068,0.0241,,
instant,24068,0.0241,,
instant,24069,0.008,,
instant,24069,0.008,,
instant,24070,0.0152,,
instant,24070,0.0152,,
instant,24071,0.0116,,
instant,24071,0.0116,,
instant,24072,0.0252,,
instant,24072,0.0252,,
instant,24073,0.0106,,
instant,24073,0.0106,,
instant,24074,0.0552,,
instant,24074,0.0552,,
instant,24075,0.0174,,
instant,24075,0.0174,,
instant,24076,0.0031,,
instant,24076,0.0031,,
instant,24077,0.024,,
instant,24077,0.024,,
instant,24078,0.0671,,
instant,24078,0.0671,,
instant,24079,0.0412,,
instant,24079,0.0412,,
instant,24080,0.0141,,
instant,24080,0.0141,,
instant,24081,0.0203,,
instant,24081,0.0203,,
instant,24082,0.0348,,
instant,24082,0.0348,,
instant,24083,0.0099,,
instant,24083,0.0099,,
instant,24084,0.0621,,
instant,24084,0.0621,,
instant,24085,0.0419,,
instant,24085,0.0419,,
instant,24086,0.0575,,
instant,24086,0.0575,,
instant,24087,0.0778,,
instant,24087,0.0778,,
instant,24088,0.0243,,
instant,24088,0.0243,,
instant,24089,0.0253,,
instant,24089,0.0253,,
instant,24090,0.064,,
instant,24090,0.064,,
instant,24091,0.0106,,
instant,24091,0.0106,,
instant,24092,0.038,,
instant,24092,0.038,,
instant,24093,0.0214,,
instant,24093,0.0214,,
instant,24094,0.0457,,
instant,24094,0.0457,,
instant,24095,0.0524,,
instant,24095,0.0524,,
instant,24096,0.009,,
instant,24096,0.009,,
instant,24097,0.01,,
instant,24097,0.01,,
instant,24098,0.0489,,
instant,24098,0.0489,,
instant,24099,0.0089,,
instant,24099,0.0089,,
instant,24100,0.0018,,
instant,24100,0.0018,,
instant,24101,0.0231,,
instant,24101,0.0231,,
instant,24102,0.0044,,
instant,24102,0.0044,,
instant,24103,0.0074,,
instant,24103,0.0074,,
instant,24104,0.0499,,
instant,24104,0.0499,,
instant,24105,0.035,,
instant,24105,0.035,,
instant,24106,0.0094,,
instant,24106,0.0094,,
instant,24107,0.0456,,
instant,24107,0.0456,,
instant,24108,0.0075,,
instant,24108,0.0075,,
instant,24109,0.0096,,
instant,24109,0.0096,,
instant,24110,0.0052,,
instant,24110,0.0052,,
instant,24111,0.0203,,
instant,24111,0.0203,,
instant,24112,0.0461,,
instant,24112,0.0461,,
instant,24113,0.0147,,
instant,24113,0.0147,,
instant,24114,0.0078,,
instant,24114,0.0078,,
instant,24115,0.0348,,
instant,24115,0.0348,,
instant,24116,0.0197,,
instant,24116,0.0197,,
instant,24117,0.0286,,
instant,24117,0.0286,,
instant,24118,0.0401,,
instant,24118,0.0401,,
instant,24119,0.0093,,
instant,24119,0.0093,,
instant,24120,0.0103,,
instant,24120,0.0103,,
instant,24121,0.0335,,
instant,24121,0.0335,,
instant,24122,0.0196,,
instant,24122,0.0196,,
instant,24123,0.0251,,
instant,24123,0.0251,,
instant,24124,0.0514,,
instant,24124,0.0514,,
instant,24125,0.0505,,
instant,24125,0.0505,,
instant,24126,0.0188,,
instant,24126,0.0188,,
instant,24127,0.0137,,
instant,24127,0.0137,,
instant,24128,0.0385,,
instant,24128,0.0385,,
instant,24129,0.0278,,
instant,24129,0.0278,,
instant,24130,0.023,,
instant,24130,0.023,,
instant,24131,0.0394,,
instant,24131,0.0394,,
instant,24132,0.0123,,
instant,24132,0.0123,,
instant,24133,0.0433,,
instant,24133,0.0433,,
instant,24134,0.0102,,
instant,24134,0.0102,,
instant,24135,0.0014,,
instant,24135,0.0014,,
instant,24136,0.0723,,
instant,24136,0.0723,,
instant,24137,0.0066,,
instant,24137,0.0066,,
instant,24138,0.0358,,
instant,24138,0.0358,,
instant,24139,0.0168,,
instant,24139,0.0168,,
instant,24140,0.0089,,
instant,24140,0.0089,,
instant,24141,0.0447,,
instant,24141,0.0447,,
instant,24142,0.0165,,
instant,24142,0.0165,,
instant,24143,0.0052,,
instant,24143,0.0052,,
instant,24144,0.0112,,
instant,24144,0.0112,,
instant,24145,0.025,,
instant,24145,0.025,,
instant,24146,0.011,,
instant,24146,0.011,,
instant,24147,0.0058,,
instant,24147,0.0058,,
instant,24148,0.006,,
instant,24148,0.006,,
instant,24149,0.0296,,
instant,24149,0.0296,,
instant,24150,0.0261,,
instant,24150,0.0261,,
instant,24151,0.0175,,
instant,24151,0.0175,,
instant,24152,0.0053,,
instant,24152,0.0053,,
instant,24153,0.0072,,
instant,24153,0.0072,,
instant,24154,0.0084,,
instant,24154,0.0084,,
instant,24155,0.0066,,
instant,24155,0.0066,,
instant,24156,0.0359,,
instant,24156,0.0359,,
instant,24157,0.0219,,
instant,24157,0.0219,,
instant,24158,0.0165,,
instant,24158,0.0165,,
instant,24159,0.0406,,
instant,24159,0.0406,,
instant,24160,0.0153,,
instant,24160,0.0153,,
instant,24161,0.0114,,
instant,24161,0.0114,,
instant,24162,0.0444,,
instant,24162,0.0444,,
instant,24163,0.0244,,
instant,24163,0.0244,,
instant,24164,0.0059,,
instant,24164,0.0059,,
instant,24165,0.004,,
instant,24165,0.004,,
instant,24166,0.0395,,
instant,24166,0.0395,,
instant,24167,0.0235,,
instant,24167,0.0235,,
instant,24168,0.0202,,
instant,24168,0.0202,,
instant,24169,0.0215,,
instant,24169,0.0215,,
instant,24170,0.0657,,
instant,24170,0.0657,,
instant,24171,0.0023,,
instant,24171,0.0023,,
instant,24172,0.0044,,
instant,24172,0.0044,,
instant,24173,0.0118,,
instant,24173,0.0118,,
instant,24174,0.0303,,
instant,24174,0.0303,,
instant,24175,0.0236,,
instant,24175,0.0236,,
instant,24176,0.0233,,
instant,24176,0.0233,,
instant,24177,0.0134,,
instant,24177,0.0134,,
instant,24178,0.0383,,
instant,24178,0.0383,,
instant,24179,0.0322,,
instant,24179,0.0322,,
instant,24180,0.0873,,
instant,24180,0.0873,,
instant,24181,0.0096,,
instant,24181,0.0096,,
instant,24182,0.0118,,
instant,24182,0.0118,,
instant,24183,0.0105,,
instant,24183,0.0105,,
instant,24184,0.0605,,
instant,24184,0.0605,,
instant,24185,0.0188,,
instant,24185,0.0188,,
instant,24186,0.0036,,
instant,24186,0.0036,,
instant,24187,0.0283,,
instant,24187,0.0283,,
instant,24188,0.0132,,
instant,24188,0.0132,,
instant,24189,0.0209,,
instant,24189,0.0209,,
instant,24190,0.0623,,
instant,24190,0.0623,,
instant,24191,0.0106,,
instant,24191,0.0106,,
instant,24192,0.0505,,
instant,24192,0.0505,,
instant,24193,0.0257,,
instant,24193,0.0257,,
instant,24194,0.0623,,
instant,24194,0.0623,,
instant,24195,0.0141,,
instant,24195,0.0141,,
instant,24196,0.0042,,
instant,24196,0.0042,,
instant,24197,0.0138,,
instant,24197,0.0138,,
instant,24198,0.0192,,
instant,24198,0.0192,,
instant,24199,0.0126,,
instant,24199,0.0126,,
instant,24200,0.0402,,
instant,24200,0.0402,,
instant,24201,0.0153,,
instant,24201,0.0153,,
instant,24202,0.0073,,
instant,24202,0.0073,,
instant,24203,0.0105,,
instant,24203,0.0105,,
instant,24204,0.0055,,
instant,24204,0.0055,,
instant,24205,0.0153,,
instant,24205,0.0153,,
instant,24206,0.0076,,
instant,24206,0.0076,,
instant,24207,0.0114,,
instant,24207,0.0114,,
instant,24208,0.0669,,
instant,24208,0.0669,,
instant,24209,0.0123,,
instant,24209,0.0123,,
instant,24210,0.0489,,
instant,24210,0.0489,,
instant,24211,0.0242,,
instant,24211,0.0242,,
instant,24212,0.0348,,
instant,24212,0.0348,,
instant,24213,0.0383,,
instant,24213,0.0383,,
instant,24214,0.0163,,
instant,24214,0.0163,,
instant,24215,0.0214,,
instant,24215,0.0214,,
instant,24216,0.0529,,
instant,24216,0.0529,,
instant,24217,0.009,,
instant,24217,0.009,,
instant,24218,0.0419,,
instant,24218,0.0419,,
instant,24219,0.0048,,
instant,24219,0.0048,,
instant,24220,0.09,,
instant,24220,0.09,,
instant,24221,0.0145,,
instant,24221,0.0145,,
instant,24222,0.0336,,
instant,24222,0.0336,,
instant,24223,0.0408,,
instant,24223,0.0408,,
instant,24224,0.0141,,
instant,24224,0.0141,,
instant,24225,0.0288,,
instant,24225,0.0288,,
instant,24226,0.0466,,
instant,24226,0.0466,,
instant,24227,0.0805,,
instant,24227,0.0805,,
instant,24228,0.0119,,
instant,24228,0.0119,,
instant,24229,0.004,,
instant,24229,0.004,,
instant,24230,0.0081,,
instant,24230,0.0081,,
instant,24231,0.0354,,
instant,24231,0.0354,,
instant,24232,0.0276,,
instant,24232,0.0276,,
instant,24233,0.0199,,
instant,24233,0.0199,,
instant,24234,0.0086,,
instant,24234,0.0086,,
instant,24235,0.0317,,
instant,24235,0.0317,,
instant,24236,0.0245,,
instant,24236,0.0245,,
instant,24237,0.0241,,
instant,24237,0.0241,,
instant,24238,0.0152,,
instant,24238,0.0152,,
instant,24239,0.0242,,
instant,24239,0.0242,,
instant,24240,0.0152,,
instant,24240,0.0152,,
instant,24241,0.0094,,
instant,24241,0.0094,,
instant,24242,0.0229,,
instant,24242,0.0229,,
instant,24243,0.0057,,
instant,24243,0.0057,,
instant,24244,0.0158,,
instant,24244,0.0158,,
instant,24245,0.0196,,
instant,24245,0.0196,,
instant,24246,0.0227,,
instant,24246,0.0227,,
instant,24247,0.012,,
instant,24247,0.012,,
instant,24248,0.0055,,
instant,24248,0.0055,,
instant,24249,0.0147,,
instant,24249,0.0147,,
instant,24250,0.0188,,
instant,24250,0.0188,,
instant,24251,0.0135,,
instant,24251,0.0135,,
instant,24252,0.024,,
instant,24252,0.024,,
instant,24253,0.049,,
instant,24253,0.049,,
instant,24254,0.0383,,
instant,24254,0.0383,,
instant,24255,0.0368,,
instant,24255,0.0368,,
instant,24256,0.0061,,
instant,24256,0.0061,,
instant,24257,0.0102,,
instant,24257,0.0102,,
instant,24258,0.0337,,
instant,24258,0.0337,,
instant,24259,0.0036,,
instant,24259,0.0036,,
instant,24260,0.0093,,
instant,24260,0.0093,,
instant,24261,0.0167,,
instant,24261,0.0167,,
instant,24262,0.0223,,
instant,24262,0.0223,,
instant,24263,0.0066,,
instant,24263,0.0066,,
instant,24264,0.037,,
instant,24264,0.037,,
instant,24265,0.0504,,
instant,24265,0.0504,,
instant,24266,0.0048,,
instant,24266,0.0048,,
instant,24267,0.0181,,
instant,24267,0.0181,,
instant,24268,0.0066,,
instant,24268,0.0066,,
instant,24269,0.0551,,
instant,24269,0.0551,,
instant,24270,0.0045,,
instant,24270,0.0045,,
instant,24271,0.0079,,
instant,24271,0.0079,,
instant,24272,0.0108,,
instant,24272,0.0108,,
instant,24273,0.0058,,
instant,24273,0.0058,,
instant,24274,0.0118,,
instant,24274,0.0118,,
instant,24275,0.0049,,
instant,24275,0.0049,,
instant,24276,0.0245,,
instant,24276,0.0245,,
instant,24277,0.0168,,
instant,24277,0.0168,,
instant,24278,0.0107,,
instant,24278,0.0107,,
instant,24279,0.0075,,
instant,24279,0.0075,,
instant,24280,0.005,,
instant,24280,0.005,,
instant,24281,0.0334,,
instant,24281,0.0334,,
instant,24282,0.0127,,
instant,24282,0.0127,,
instant,24283,0.0138,,
instant,24283,0.0138,,
instant,24284,0.014,,
instant,24284,0.014,,
instant,24285,0.0131,,
instant,24285,0.0131,,
instant,24286,0.0067,,
instant,24286,0.0067,,
instant,24287,0.0062,,
instant,24287,0.0062,,
instant,24288,0.0067,,
instant,24288,0.0067,,
instant,24289,0.015,,
instant,24289,0.015,,
instant,24290,0.004,,
instant,24290,0.004,,
instant,24291,0.0138,,
instant,24291,0.0138,,
instant,24292,0.0043,,
instant,24292,0.0043,,
instant,24293,0.0565,,
instant,24293,0.0565,,
instant,24294,0.0512,,
instant,24294,0.0512,,
instant,24295,0.0391,,
instant,24295,0.0391,,
instant,24296,0.0623,,
instant,24296,0.0623,,
instant,24297,0.035,,
instant,24297,0.035,,
instant,24298,0.0072,,
instant,24298,0.0072,,
instant,24299,0.0675,,
instant,24299,0.0675,,
instant,24300,0.011,,
instant,24300,0.011,,
instant,24301,0.029,,
instant,24301,0.029,,
instant,24302,0.0082,,
instant,24302,0.0082,,
instant,24303,0.0046,,
instant,24303,0.0046,,
instant,24304,0.0225,,
instant,24304,0.0225,,
instant,24305,0.0292,,
instant,24305,0.0292,,
instant,24306,0.0162,,
instant,24306,0.0162,,
instant,24307,0.011,,
instant,24307,0.011,,
instant,24308,0.0298,,
instant,24308,0.0298,,
instant,24309,0.0332,,
instant,24309,0.0332,,
instant,24310,0.0554,,
instant,24310,0.0554,,
instant,24311,0.0625,,
instant,24311,0.0625,,
instant,24312,0.0016,,
instant,24312,0.0016,,
instant,24313,0.0195,,
instant,24313,0.0195,,
instant,24314,0.0173,,
instant,24314,0.0173,,
instant,24315,0.0324,,
instant,24315,0.0324,,
instant,24316,0.0816,,
instant,24316,0.0816,,
instant,24317,0.0248,,
instant,24317,0.0248,,
instant,24318,0.0312,,
instant,24318,0.0312,,
instant,24319,0.0238,,
instant,24319,0.0238,,
instant,24320,0.0196,,
instant,24320,0.0196,,
instant,24321,0.0067,,
instant,24321,0.0067,,
instant,24322,0.0156,,
instant,24322,0.0156,,
instant,24323,0.034,,
instant,24323,0.034,,
instant,24324,0.008,,
instant,24324,0.008,,
instant,24325,0.0119,,
instant,24325,0.0119,,
instant,24326,0.0268,,
instant,24326,0.0268,,
instant,24327,0.0334,,
instant,24327,0.0334,,
instant,24328,0.0239,,
instant,24328,0.0239,,
instant,24329,0.0267,,
instant,24329,0.0267,,
instant,24330,0.0589,,
instant,24330,0.0589,,
instant,24331,0.0085,,
instant,24331,0.0085,,
instant,24332,0.0322,,
instant,24332,0.0322,,
instant,24333,0.0149,,
instant,24333,0.0149,,
instant,24334,0.0097,,
instant,24334,0.0097,,
instant,24335,0.0171,,
instant,24335,0.0171,,
instant,24336,0.0625,,
instant,24336,0.0625,,
instant,24337,0.0385,,
instant,24337,0.0385,,
instant,24338,0.0335,,
instant,24338,0.0335,,
instant,24339,0.0222,,
instant,24339,0.0222,,
instant,24340,0.0125,,
instant,24340,0.0125,,
instant,24341,0.0445,,
instant,24341,0.0445,,
instant,24342,0.0054,,
instant,24342,0.0054,,
instant,24343,0.0051,,
instant,24343,0.0051,,
instant,24344,0.022,,
instant,24344,0.022,,
instant,24345,0.044,,
instant,24345,0.044,,
instant,24346,0.0051,,
instant,24346,0.0051,,
instant,24347,0.046,,
instant,24347,0.046,,
instant,24348,0.0069,,
instant,24348,0.0069,,
instant,24349,0.0153,,
instant,24349,0.0153,,
instant,24350,0.0045,,
instant,24350,0.0045,,
instant,24351,0.063,,
instant,24351,0.063,,
instant,24352,0.0133,,
instant,24352,0.0133,,
instant,24353,0.0348,,
instant,24353,0.0348,,
instant,24354,0.0105,,
instant,24354,0.0105,,
instant,24355,0.0504,,
instant,24355,0.0504,,
instant,24356,0.0118,,
instant,24356,0.0118,,
instant,24357,0.0322,,
instant,24357,0.0322,,
instant,24358,0.0119,,
instant,24358,0.0119,,
instant,24359,0.0437,,
instant,24359,0.0437,,
instant,24360,0.0483,,
instant,24360,0.0483,,
instant,24361,0.0754,,
instant,24361,0.0754,,
instant,24362,0.038,,
instant,24362,0.038,,
instant,24363,0.0519,,
instant,24363,0.0519,,
instant,24364,0.0162,,
instant,24364,0.0162,,
instant,24365,0.0811,,
instant,24365,0.0811,,
instant,24366,0.0851,,
instant,24366,0.0851,,
instant,24367,0.0102,,
instant,24367,0.0102,,
instant,24368,0.005,,
instant,24368,0.005,,
instant,24369,0.0244,,
instant,24369,0.0244,,
instant,24370,0.0105,,
instant,24370,0.0105,,
instant,24371,0.0441,,
instant,24371,0.0441,,
instant,24372,0.0424,,
instant,24372,0.0424,,
instant,24373,0.0116,,
instant,24373,0.0116,,
instant,24374,0.0167,,
instant,24374,0.0167,,
instant,24375,0.0058,,
instant,24375,0.0058,,
instant,24376,0.0169,,
instant,24376,0.0169,,
instant,24377,0.0629,,
instant,24377,0.0629,,
instant,24378,0.0071,,
instant,24378,0.0071,,
instant,24379,0.0285,,
instant,24379,0.0285,,
instant,24380,0.0122,,
instant,24380,0.0122,,
instant,24381,0.0105,,
instant,24381,0.0105,,
instant,24382,0.0401,,
instant,24382,0.0401,,
instant,24383,0.0556,,
instant,24383,0.0556,,
instant,24384,0.0103,,
instant,24384,0.0103,,
instant,24385,0.0078,,
instant,24385,0.0078,,
instant,24386,0.01,,
instant,24386,0.01,,
instant,24387,0.023,,
instant,24387,0.023,,
instant,24388,0.0066,,
instant,24388,0.0066,,
instant,24389,0.0255,,
instant,24389,0.0255,,
instant,24390,0.011,,
instant,24390,0.011,,
instant,24391,0.0298,,
instant,24391,0.0298,,
instant,24392,0.0272,,
instant,24392,0.0272,,
instant,24393,0.0407,,
instant,24393,0.0407,,
instant,24394,0.0096,,
instant,24394,0.0096,,
instant,24395,0.0079,,
instant,24395,0.0079,,
instant,24396,0.0218,,
instant,24396,0.0218,,
instant,24397,0.0106,,
instant,24397,0.0106,,
instant,24398,0.0037,,
instant,24398,0.0037,,
instant,24399,0.0126,,
instant,24399,0.0126,,
instant,24400,0.0111,,
instant,24400,0.0111,,
instant,24401,0.0479,,
instant,24401,0.0479,,
instant,24402,0.0072,,
instant,24402,0.0072,,
instant,24403,0.0151,,
instant,24403,0.0151,,
instant,24404,0.0444,,
instant,24404,0.0444,,
instant,24405,0.0142,,
instant,24405,0.0142,,
instant,24406,0.0161,,
instant,24406,0.0161,,
instant,24407,0.0122,,
instant,24407,0.0122,,
instant,24408,0.0099,,
instant,24408,0.0099,,
instant,24409,0.0185,,
instant,24409,0.0185,,
instant,24410,0.058,,
instant,24410,0.058,,
instant,24411,0.0038,,
instant,24411,0.0038,,
instant,24412,0.0464,,
instant,24412,0.0464,,
instant,24413,0.0243,,
instant,24413,0.0243,,
instant,24414,0.1314,,
instant,24414,0.1314,,
instant,24415,0.0131,,
instant,24415,0.0131,,
instant,24416,0.0104,,
instant,24416,0.0104,,
instant,24417,0.0463,,
instant,24417,0.0463,,
instant,24418,0.0224,,
instant,24418,0.0224,,
instant,24419,0.0128,,
instant,24419,0.0128,,
instant,24420,0.0151,,
instant,24420,0.0151,,
instant,24421,0.0919,,
instant,24421,0.0919,,
instant,24422,0.0303,,
instant,24422,0.0303,,
instant,24423,0.061,,
instant,24423,0.061,,
instant,24424,0.0202,,
instant,24424,0.0202,,
instant,24425,0.0153,,
instant,24425,0.0153,,
instant,24426,0.0247,,
instant,24426,0.0247,,
instant,24427,0.0108,,
instant,24427,0.0108,,
instant,24428,0.0057,,
instant,24428,0.0057,,
instant,24429,0.0048,,
instant,24429,0.0048,,
instant,24430,0.0054,,
instant,24430,0.0054,,
instant,24431,0.0293,,
instant,24431,0.0293,,
instant,24432,0.0505,,
instant,24432,0.0505,,
instant,24433,0.0141,,
instant,24433,0.0141,,
instant,24434,0.0138,,
instant,24434,0.0138,,
instant,24435,0.0022,,
instant,24435,0.0022,,
instant,24436,0.0127,,
instant,24436,0.0127,,
instant,24437,0.0403,,
instant,24437,0.0403,,
instant,24438,0.0537,,
instant,24438,0.0537,,
instant,24439,0.0422,,
instant,24439,0.0422,,
instant,24440,0.005,,
instant,24440,0.005,,
instant,24441,0.0082,,
instant,24441,0.0082,,
instant,24442,0.0567,,
instant,24442,0.0567,,
instant,24443,0.0273,,
instant,24443,0.0273,,
instant,24444,0.0287,,
instant,24444,0.0287,,
instant,24445,0.0347,,
instant,24445,0.0347,,
instant,24446,0.015,,
instant,24446,0.015,,
instant,24447,0.0242,,
instant,24447,0.0242,,
instant,24448,0.0302,,
instant,24448,0.0302,,
instant,24449,0.0283,,
instant,24449,0.0283,,
instant,24450,0.0282,,
instant,24450,0.0282,,
instant,24451,0.0272,,
instant,24451,0.0272,,
instant,24452,0.0279,,
instant,24452,0.0279,,
instant,24453,0.0084,,
instant,24453,0.0084,,
instant,24454,0.0173,,
instant,24454,0.0173,,
instant,24455,0.0145,,
instant,24455,0.0145,,
instant,24456,0.0043,,
instant,24456,0.0043,,
instant,24457,0.0245,,
instant,24457,0.0245,,
instant,24458,0.0063,,
instant,24458,0.0063,,
instant,24459,0.0135,,
instant,24459,0.0135,,
instant,24460,0.0232,,
instant,24460,0.0232,,
instant,24461,0.0479,,
instant,24461,0.0479,,
instant,24462,0.0142,,
instant,24462,0.0142,,
instant,24463,0.012,,
instant,24463,0.012,,
instant,24464,0.0721,,
instant,24464,0.0721,,
instant,24465,0.0084,,
instant,24465,0.0084,,
instant,24466,0.022,,
instant,24466,0.022,,
instant,24467,0.0444,,
instant,24467,0.0444,,
instant,24468,0.0033,,
instant,24468,0.0033,,
instant,24469,0.0191,,
instant,24469,0.0191,,
instant,24470,0.0458,,
instant,24470,0.0458,,
instant,24471,0.0071,,
instant,24471,0.0071,,
instant,24472,0.0473,,
instant,24472,0.0473,,
instant,24473,0.0022,,
instant,24473,0.0022,,
instant,24474,0.0156,,
instant,24474,0.0156,,
instant,24475,0.0056,,
instant,24475,0.0056,,
instant,24476,0.0029,,
instant,24476,0.0029,,
instant,24477,0.0761,,
instant,24477,0.0761,,
instant,24478,0.0739,,
instant,24478,0.0739,,
instant,24479,0.0486,,
instant,24479,0.0486,,
instant,24480,0.0075,,
instant,24480,0.0075,,
instant,24481,0.0227,,
instant,24481,0.0227,,
instant,24482,0.0251,,
instant,24482,0.0251,,
instant,24483,0.0044,,
instant,24483,0.0044,,
instant,24484,0.0255,,
instant,24484,0.0255,,
instant,24485,0.0029,,
instant,24485,0.0029,,
instant,24486,0.0064,,
instant,24486,0.0064,,
instant,24487,0.004,,
instant,24487,0.004,,
instant,24488,0.0154,,
instant,24488,0.0154,,
instant,24489,0.0105,,
instant,24489,0.0105,,
instant,24490,0.0217,,
instant,24490,0.0217,,
instant,24491,0.0167,,
instant,24491,0.0167,,
instant,24492,0.0277,,
instant,24492,0.0277,,
instant,24493,0.0141,,
instant,24493,0.0141,,
instant,24494,0.0147,,
instant,24494,0.0147,,
instant,24495,0.02,,
instant,24495,0.02,,
instant,24496,0.0376,,
instant,24496,0.0376,,
instant,24497,0.0276,,
instant,24497,0.0276,,
instant,24498,0.0041,,
instant,24498,0.0041,,
instant,24499,0.0082,,
instant,24499,0.0082,,
instant,24500,0.0154,,
instant,24500,0.0154,,
instant,24501,0.0508,,
instant,24501,0.0508,,
instant,24502,0.0088,,
instant,24502,0.0088,,
instant,24503,0.0155,,
instant,24503,0.0155,,
instant,24504,0.0388,,
instant,24504,0.0388,,
instant,24505,0.0551,,
instant,24505,0.0551,,
instant,24506,0.0517,,
instant,24506,0.0517,,
instant,24507,0.0186,,
instant,24507,0.0186,,
instant,24508,0.0566,,
instant,24508,0.0566,,
instant,24509,0.0208,,
instant,24509,0.0208,,
instant,24510,0.0102,,
instant,24510,0.0102,,
instant,24511,0.0334,,
instant,24511,0.0334,,
instant,24512,0.0159,,
instant,24512,0.0159,,
instant,24513,0.0076,,
instant,24513,0.0076,,
instant,24514,0.0539,,
instant,24514,0.0539,,
instant,24515,0.0176,,
instant,24515,0.0176,,
instant,24516,0.0057,,
instant,24516,0.0057,,
instant,24517,0.0266,,
instant,24517,0.0266,,
instant,24518,0.0129,,
instant,24518,0.0129,,
instant,24519,0.0098,,
instant,24519,0.0098,,
instant,24520,0.0054,,
instant,24520,0.0054,,
instant,24521,0.0085,,
instant,24521,0.0085,,
instant,24522,0.0858,,
instant,24522,0.0858,,
instant,24523,0.0549,,
instant,24523,0.0549,,
instant,24524,0.0163,,
instant,24524,0.0163,,
instant,24525,0.0056,,
instant,24525,0.0056,,
instant,24526,0.0175,,
instant,24526,0.0175,,
instant,24527,0.0451,,
instant,24527,0.0451,,
instant,24528,0.0145,,
instant,24528,0.0145,,
instant,24529,0.0124,,
instant,24529,0.0124,,
instant,24530,0.0191,,
instant,24530,0.0191,,
instant,24531,0.0781,,
instant,24531,0.0781,,
instant,24532,0.0422,,
instant,24532,0.0422,,
instant,24533,0.0383,,
instant,24533,0.0383,,
instant,24534,0.0083,,
instant,24534,0.0083,,
instant,24535,0.053,,
instant,24535,0.053,,
instant,24536,0.0103,,
instant,24536,0.0103,,
instant,24537,0.045,,
instant,24537,0.045,,
instant,24538,0.0168,,
instant,24538,0.0168,,
instant,24539,0.0566,,
instant,24539,0.0566,,
instant,24540,0.0096,,
instant,24540,0.0096,,
instant,24541,0.0233,,
instant,24541,0.0233,,
instant,24542,0.0475,,
instant,24542,0.0475,,
instant,24543,0.0682,,
instant,24543,0.0682,,
instant,24544,0.0043,,
instant,24544,0.0043,,
instant,24545,0.0072,,
instant,24545,0.0072,,
instant,24546,0.031,,
instant,24546,0.031,,
instant,24547,0.0403,,
instant,24547,0.0403,,
instant,24548,0.0082,,
instant,24548,0.0082,,
instant,24549,0.0356,,
instant,24549,0.0356,,
instant,24550,0.0285,,
instant,24550,0.0285,,
instant,24551,0.0215,,
instant,24551,0.0215,,
instant,24552,0.0207,,
instant,24552,0.0207,,
instant,24553,0.0277,,
instant,24553,0.0277,,
instant,24554,0.011,,
instant,24554,0.011,,
instant,24555,0.0027,,
instant,24555,0.0027,,
instant,24556,0.0173,,
instant,24556,0.0173,,
instant,24557,0.0605,,
instant,24557,0.0605,,
instant,24558,0.0257,,
instant,24558,0.0257,,
instant,24559,0.0559,,
instant,24559,0.0559,,
instant,24560,0.0177,,
instant,24560,0.0177,,
instant,24561,0.0284,,
instant,24561,0.0284,,
instant,24562,0.0278,,
instant,24562,0.0278,,
instant,24563,0.0086,,
instant,24563,0.0086,,
instant,24564,0.0143,,
instant,24564,0.0143,,
instant,24565,0.1386,,
instant,24565,0.1386,,
instant,24566,0.0047,,
instant,24566,0.0047,,
instant,24567,0.0165,,
instant,24567,0.0165,,
instant,24568,0.0117,,
instant,24568,0.0117,,
instant,24569,0.013,,
instant,24569,0.013,,
instant,24570,0.0303,,
instant,24570,0.0303,,
instant,24571,0.0092,,
instant,24571,0.0092,,
instant,24572,0.0211,,
instant,24572,0.0211,,
instant,24573,0.007,,
instant,24573,0.007,,
instant,24574,0.003,,
instant,24574,0.003,,
instant,24575,0.021,,
instant,24575,0.021,,
instant,24576,0.015,,
instant,24576,0.015,,
instant,24577,0.0184,,
instant,24577,0.0184,,
instant,24578,0.0274,,
instant,24578,0.0274,,
instant,24579,0.0281,,
instant,24579,0.0281,,
instant,24580,0.0326,,
instant,24580,0.0326,,
instant,24581,0.0195,,
instant,24581,0.0195,,
instant,24582,0.01,,
instant,24582,0.01,,
instant,24583,0.0152,,
instant,24583,0.0152,,
instant,24584,0.0631,,
instant,24584,0.0631,,
instant,24585,0.0172,,
