kind,step,loss,lr,grad_norm
instant,24585,0.0172,,
instant,24586,0.0212,,
instant,24586,0.0212,,
instant,24587,0.0552,,
instant,24587,0.0552,,
instant,24588,0.0071,,
instant,24588,0.0071,,
instant,24589,0.0094,,
instant,24589,0.0094,,
instant,24590,0.0082,,
instant,24590,0.0082,,
instant,24591,0.0474,,
instant,24591,0.0474,,
instant,24592,0.0237,,
instant,24592,0.0237,,
instant,24593,0.0481,,
instant,24593,0.0481,,
instant,24594,0.0251,,
instant,24594,0.0251,,
instant,24595,0.0907,,
instant,24595,0.0907,,
instant,24596,0.0436,,
instant,24596,0.0436,,
instant,24597,0.029,,
instant,24597,0.029,,
instant,24598,0.0869,,
instant,24598,0.0869,,
instant,24599,0.0611,,
instant,24599,0.0611,,
instant,24600,0.0226,,
instant,24600,0.0226,,
instant,24601,0.013,,
instant,24601,0.013,,
instant,24602,0.0365,,
instant,24602,0.0365,,
instant,24603,0.0541,,
instant,24603,0.0541,,
instant,24604,0.0066,,
instant,24604,0.0066,,
instant,24605,0.0114,,
instant,24605,0.0114,,
instant,24606,0.0242,,
instant,24606,0.0242,,
instant,24607,0.0091,,
instant,24607,0.0091,,
instant,24608,0.0683,,
instant,24608,0.0683,,
instant,24609,0.0075,,
instant,24609,0.0075,,
instant,24610,0.0047,,
instant,24610,0.0047,,
instant,24611,0.0406,,
instant,24611,0.0406,,
instant,24612,0.0379,,
instant,24612,0.0379,,
instant,24613,0.0208,,
instant,24613,0.0208,,
instant,24614,0.0105,,
instant,24614,0.0105,,
instant,24615,0.0031,,
instant,24615,0.0031,,
instant,24616,0.0528,,
instant,24616,0.0528,,
instant,24617,0.0512,,
instant,24617,0.0512,,
instant,24618,0.0302,,
instant,24618,0.0302,,
instant,24619,0.0203,,
instant,24619,0.0203,,
instant,24620,0.0047,,
instant,24620,0.0047,,
instant,24621,0.0226,,
instant,24621,0.0226,,
instant,24622,0.014,,
instant,24622,0.014,,
instant,24623,0.0202,,
instant,24623,0.0202,,
instant,24624,0.1083,,
instant,24624,0.1083,,
instant,24625,0.0074,,
instant,24625,0.0074,,
instant,24626,0.006,,
instant,24626,0.006,,
instant,24627,0.0187,,
instant,24627,0.0187,,
instant,24628,0.013,,
instant,24628,0.013,,
instant,24629,0.0155,,
instant,24629,0.0155,,
instant,24630,0.016,,
instant,24630,0.016,,
instant,24631,0.0351,,
instant,24631,0.0351,,
instant,24632,0.0553,,
instant,24632,0.0553,,
instant,24633,0.0361,,
instant,24633,0.0361,,
instant,24634,0.0348,,
instant,24634,0.0348,,
instant,24635,0.0038,,
instant,24635,0.0038,,
instant,24636,0.0205,,
instant,24636,0.0205,,
instant,24637,0.0185,,
instant,24637,0.0185,,
instant,24638,0.0173,,
instant,24638,0.0173,,
instant,24639,0.0246,,
instant,24639,0.0246,,
instant,24640,0.0341,,
instant,24640,0.0341,,
instant,24641,0.018,,
instant,24641,0.018,,
instant,24642,0.0067,,
instant,24642,0.0067,,
instant,24643,0.0452,,
instant,24643,0.0452,,
instant,24644,0.0115,,
instant,24644,0.0115,,
instant,24645,0.0359,,
instant,24645,0.0359,,
instant,24646,0.0413,,
instant,24646,0.0413,,
instant,24647,0.0216,,
instant,24647,0.0216,,
instant,24648,0.0458,,
instant,24648,0.0458,,
instant,24649,0.0051,,
instant,24649,0.0051,,
instant,24650,0.0314,,
instant,24650,0.0314,,
instant,24651,0.0536,,
instant,24651,0.0536,,
instant,24652,0.0106,,
instant,24652,0.0106,,
instant,24653,0.006,,
instant,24653,0.006,,
instant,24654,0.0051,,
instant,24654,0.0051,,
instant,24655,0.0388,,
instant,24655,0.0388,,
instant,24656,0.0077,,
instant,24656,0.0077,,
instant,24657,0.0363,,
instant,24657,0.0363,,
instant,24658,0.0406,,
instant,24658,0.0406,,
instant,24659,0.0739,,
instant,24659,0.0739,,
instant,24660,0.0097,,
instant,24660,0.0097,,
instant,24661,0.0083,,
instant,24661,0.0083,,
instant,24662,0.0034,,
instant,24662,0.0034,,
instant,24663,0.0627,,
instant,24663,0.0627,,
instant,24664,0.0056,,
instant,24664,0.0056,,
instant,24665,0.0029,,
instant,24665,0.0029,,
instant,24666,0.0187,,
instant,24666,0.0187,,
instant,24667,0.0332,,
instant,24667,0.0332,,
instant,24668,0.0108,,
instant,24668,0.0108,,
instant,24669,0.0061,,
instant,24669,0.0061,,
instant,24670,0.0049,,
instant,24670,0.0049,,
instant,24671,0.0053,,
instant,24671,0.0053,,
instant,24672,0.0323,,
instant,24672,0.0323,,
instant,24673,0.0318,,
instant,24673,0.0318,,
instant,24674,0.0363,,
instant,24674,0.0363,,
instant,24675,0.0085,,
instant,24675,0.0085,,
instant,24676,0.0311,,
instant,24676,0.0311,,
instant,24677,0.0045,,
instant,24677,0.0045,,
instant,24678,0.0152,,
instant,24678,0.0152,,
instant,24679,0.0138,,
instant,24679,0.0138,,
instant,24680,0.0269,,
instant,24680,0.0269,,
instant,24681,0.0131,,
instant,24681,0.0131,,
instant,24682,0.0089,,
instant,24682,0.0089,,
instant,24683,0.012,,
instant,24683,0.012,,
instant,24684,0.004,,
instant,24684,0.004,,
instant,24685,0.031,,
instant,24685,0.031,,
instant,24686,0.0188,,
instant,24686,0.0188,,
instant,24687,0.0382,,
instant,24687,0.0382,,
instant,24688,0.0534,,
instant,24688,0.0534,,
instant,24689,0.0347,,
instant,24689,0.0347,,
instant,24690,0.0366,,
instant,24690,0.0366,,
instant,24691,0.0161,,
instant,24691,0.0161,,
instant,24692,0.0111,,
instant,24692,0.0111,,
instant,24693,0.0768,,
instant,24693,0.0768,,
instant,24694,0.0073,,
instant,24694,0.0073,,
instant,24695,0.013,,
instant,24695,0.013,,
instant,24696,0.0088,,
instant,24696,0.0088,,
instant,24697,0.0136,,
instant,24697,0.0136,,
instant,24698,0.0362,,
instant,24698,0.0362,,
instant,24699,0.0067,,
instant,24699,0.0067,,
instant,24700,0.0253,,
instant,24700,0.0253,,
instant,24701,0.0115,,
instant,24701,0.0115,,
instant,24702,0.0282,,
instant,24702,0.0282,,
instant,24703,0.0426,,
instant,24703,0.0426,,
instant,24704,0.0213,,
instant,24704,0.0213,,
instant,24705,0.0497,,
instant,24705,0.0497,,
instant,24706,0.0132,,
instant,24706,0.0132,,
instant,24707,0.03,,
instant,24707,0.03,,
instant,24708,0.0823,,
instant,24708,0.0823,,
instant,24709,0.074,,
instant,24709,0.074,,
instant,24710,0.0137,,
instant,24710,0.0137,,
instant,24711,0.0154,,
instant,24711,0.0154,,
instant,24712,0.0227,,
instant,24712,0.0227,,
instant,24713,0.0788,,
instant,24713,0.0788,,
instant,24714,0.0042,,
instant,24714,0.0042,,
instant,24715,0.0072,,
instant,24715,0.0072,,
instant,24716,0.0144,,
instant,24716,0.0144,,
instant,24717,0.0094,,
instant,24717,0.0094,,
instant,24718,0.0125,,
instant,24718,0.0125,,
instant,24719,0.0406,,
instant,24719,0.0406,,
instant,24720,0.0225,,
instant,24720,0.0225,,
instant,24721,0.0269,,
instant,24721,0.0269,,
instant,24722,0.0219,,
instant,24722,0.0219,,
instant,24723,0.021,,
instant,24723,0.021,,
instant,24724,0.0119,,
instant,24724,0.0119,,
instant,24725,0.0722,,
instant,24725,0.0722,,
instant,24726,0.0384,,
instant,24726,0.0384,,
instant,24727,0.0146,,
instant,24727,0.0146,,
instant,24728,0.0206,,
instant,24728,0.0206,,
instant,24729,0.053,,
instant,24729,0.053,,
instant,24730,0.0465,,
instant,24730,0.0465,,
instant,24731,0.0144,,
instant,24731,0.0144,,
instant,24732,0.0177,,
instant,24732,0.0177,,
instant,24733,0.034,,
instant,24733,0.034,,
instant,24734,0.014,,
instant,24734,0.014,,
instant,24735,0.01,,
instant,24735,0.01,,
instant,24736,0.0045,,
instant,24736,0.0045,,
instant,24737,0.0227,,
instant,24737,0.0227,,
instant,24738,0.0094,,
instant,24738,0.0094,,
instant,24739,0.0047,,
instant,24739,0.0047,,
instant,24740,0.0162,,
instant,24740,0.0162,,
instant,24741,0.0412,,
instant,24741,0.0412,,
instant,24742,0.0055,,
instant,24742,0.0055,,
instant,24743,0.0329,,
instant,24743,0.0329,,
instant,24744,0.0174,,
instant,24744,0.0174,,
instant,24745,0.0472,,
instant,24745,0.0472,,
instant,24746,0.0231,,
instant,24746,0.0231,,
instant,24747,0.0174,,
instant,24747,0.0174,,
instant,24748,0.0608,,
instant,24748,0.0608,,
instant,24749,0.0089,,
instant,24749,0.0089,,
instant,24750,0.018,,
instant,24750,0.018,,
instant,24751,0.0275,,
instant,24751,0.0275,,
instant,24752,0.1091,,
instant,24752,0.1091,,
instant,24753,0.0217,,
instant,24753,0.0217,,
instant,24754,0.0228,,
instant,24754,0.0228,,
instant,24755,0.027,,
instant,24755,0.027,,
instant,24756,0.0123,,
instant,24756,0.0123,,
instant,24757,0.0101,,
instant,24757,0.0101,,
instant,24758,0.0441,,
instant,24758,0.0441,,
instant,24759,0.0109,,
instant,24759,0.0109,,
instant,24760,0.0235,,
instant,24760,0.0235,,
instant,24761,0.0032,,
instant,24761,0.0032,,
instant,24762,0.0625,,
instant,24762,0.0625,,
instant,24763,0.0144,,
instant,24763,0.0144,,
instant,24764,0.0139,,
instant,24764,0.0139,,
instant,24765,0.0109,,
instant,24765,0.0109,,
instant,24766,0.0047,,
instant,24766,0.0047,,
instant,24767,0.0067,,
instant,24767,0.0067,,
instant,24768,0.0065,,
instant,24768,0.0065,,
instant,24769,0.0716,,
instant,24769,0.0716,,
instant,24770,0.0073,,
instant,24770,0.0073,,
instant,24771,0.0146,,
instant,24771,0.0146,,
instant,24772,0.022,,
instant,24772,0.022,,
instant,24773,0.0135,,
instant,24773,0.0135,,
instant,24774,0.0169,,
instant,24774,0.0169,,
instant,24775,0.0232,,
instant,24775,0.0232,,
instant,24776,0.039,,
instant,24776,0.039,,
instant,24777,0.0191,,
instant,24777,0.0191,,
instant,24778,0.0187,,
instant,24778,0.0187,,
instant,24779,0.025,,
instant,24779,0.025,,
instant,24780,0.0379,,
instant,24780,0.0379,,
instant,24781,0.042,,
instant,24781,0.042,,
instant,24782,0.0161,,
instant,24782,0.0161,,
instant,24783,0.0048,,
instant,24783,0.0048,,
instant,24784,0.0526,,
instant,24784,0.0526,,
instant,24785,0.0161,,
instant,24785,0.0161,,
instant,24786,0.0501,,
instant,24786,0.0501,,
instant,24787,0.0191,,
instant,24787,0.0191,,
instant,24788,0.0039,,
instant,24788,0.0039,,
instant,24789,0.0102,,
instant,24789,0.0102,,
instant,24790,0.1121,,
instant,24790,0.1121,,
instant,24791,0.0325,,
instant,24791,0.0325,,
instant,24792,0.0494,,
instant,24792,0.0494,,
instant,24793,0.0117,,
instant,24793,0.0117,,
instant,24794,0.0867,,
instant,24794,0.0867,,
instant,24795,0.0273,,
instant,24795,0.0273,,
instant,24796,0.0433,,
instant,24796,0.0433,,
instant,24797,0.029,,
instant,24797,0.029,,
instant,24798,0.0039,,
instant,24798,0.0039,,
instant,24799,0.0058,,
instant,24799,0.0058,,
instant,24800,0.0118,,
instant,24800,0.0118,,
instant,24801,0.0099,,
instant,24801,0.0099,,
instant,24802,0.0064,,
instant,24802,0.0064,,
instant,24803,0.035,,
instant,24803,0.035,,
instant,24804,0.076,,
instant,24804,0.076,,
instant,24805,0.0036,,
instant,24805,0.0036,,
instant,24806,0.0135,,
instant,24806,0.0135,,
instant,24807,0.0228,,
instant,24807,0.0228,,
instant,24808,0.0085,,
instant,24808,0.0085,,
instant,24809,0.0294,,
instant,24809,0.0294,,
instant,24810,0.0278,,
instant,24810,0.0278,,
instant,24811,0.0527,,
instant,24811,0.0527,,
instant,24812,0.0166,,
instant,24812,0.0166,,
instant,24813,0.0226,,
instant,24813,0.0226,,
instant,24814,0.0713,,
instant,24814,0.0713,,
instant,24815,0.0131,,
instant,24815,0.0131,,
instant,24816,0.081,,
instant,24816,0.081,,
instant,24817,0.0059,,
instant,24817,0.0059,,
instant,24818,0.0086,,
instant,24818,0.0086,,
instant,24819,0.0063,,
instant,24819,0.0063,,
instant,24820,0.038,,
instant,24820,0.038,,
instant,24821,0.0106,,
instant,24821,0.0106,,
instant,24822,0.0308,,
instant,24822,0.0308,,
instant,24823,0.017,,
instant,24823,0.017,,
instant,24824,0.0376,,
instant,24824,0.0376,,
instant,24825,0.007,,
instant,24825,0.007,,
instant,24826,0.0206,,
instant,24826,0.0206,,
instant,24827,0.0457,,
instant,24827,0.0457,,
instant,24828,0.0516,,
instant,24828,0.0516,,
instant,24829,0.0088,,
instant,24829,0.0088,,
instant,24830,0.0073,,
instant,24830,0.0073,,
instant,24831,0.0309,,
instant,24831,0.0309,,
instant,24832,0.0233,,
instant,24832,0.0233,,
instant,24833,0.0717,,
instant,24833,0.0717,,
instant,24834,0.0058,,
instant,24834,0.0058,,
instant,24835,0.0165,,
instant,24835,0.0165,,
instant,24836,0.0063,,
instant,24836,0.0063,,
instant,24837,0.0039,,
instant,24837,0.0039,,
instant,24838,0.0439,,
instant,24838,0.0439,,
instant,24839,0.0216,,
instant,24839,0.0216,,
instant,24840,0.0557,,
instant,24840,0.0557,,
instant,24841,0.0209,,
instant,24841,0.0209,,
instant,24842,0.0401,,
instant,24842,0.0401,,
instant,24843,0.0079,,
instant,24843,0.0079,,
instant,24844,0.041,,
instant,24844,0.041,,
instant,24845,0.0192,,
instant,24845,0.0192,,
instant,24846,0.0031,,
instant,24846,0.0031,,
instant,24847,0.0194,,
instant,24847,0.0194,,
instant,24848,0.0546,,
instant,24848,0.0546,,
instant,24849,0.032,,
instant,24849,0.032,,
instant,24850,0.0558,,
instant,24850,0.0558,,
instant,24851,0.0084,,
instant,24851,0.0084,,
instant,24852,0.0395,,
instant,24852,0.0395,,
instant,24853,0.1038,,
instant,24853,0.1038,,
instant,24854,0.0177,,
instant,24854,0.0177,,
instant,24855,0.0385,,
instant,24855,0.0385,,
instant,24856,0.0449,,
instant,24856,0.0449,,
instant,24857,0.0093,,
instant,24857,0.0093,,
instant,24858,0.0757,,
instant,24858,0.0757,,
instant,24859,0.0089,,
instant,24859,0.0089,,
instant,24860,0.0129,,
instant,24860,0.0129,,
instant,24861,0.0239,,
instant,24861,0.0239,,
instant,24862,0.0697,,
instant,24862,0.0697,,
instant,24863,0.0031,,
instant,24863,0.0031,,
instant,24864,0.0278,,
instant,24864,0.0278,,
instant,24865,0.0373,,
instant,24865,0.0373,,
instant,24866,0.0351,,
instant,24866,0.0351,,
instant,24867,0.0278,,
instant,24867,0.0278,,
instant,24868,0.0227,,
instant,24868,0.0227,,
instant,24869,0.0136,,
instant,24869,0.0136,,
instant,24870,0.0336,,
instant,24870,0.0336,,
instant,24871,0.0071,,
instant,24871,0.0071,,
instant,24872,0.0196,,
instant,24872,0.0196,,
instant,24873,0.0142,,
instant,24873,0.0142,,
instant,24874,0.0278,,
instant,24874,0.0278,,
instant,24875,0.0146,,
instant,24875,0.0146,,
instant,24876,0.027,,
instant,24876,0.027,,
instant,24877,0.0307,,
instant,24877,0.0307,,
instant,24878,0.0703,,
instant,24878,0.0703,,
instant,24879,0.0092,,
instant,24879,0.0092,,
instant,24880,0.0212,,
instant,24880,0.0212,,
instant,24881,0.0237,,
instant,24881,0.0237,,
instant,24882,0.0054,,
instant,24882,0.0054,,
instant,24883,0.0891,,
instant,24883,0.0891,,
instant,24884,0.0174,,
instant,24884,0.0174,,
instant,24885,0.0367,,
instant,24885,0.0367,,
instant,24886,0.0586,,
instant,24886,0.0586,,
instant,24887,0.0103,,
instant,24887,0.0103,,
instant,24888,0.008,,
instant,24888,0.008,,
instant,24889,0.0397,,
instant,24889,0.0397,,
instant,24890,0.0292,,
instant,24890,0.0292,,
instant,24891,0.0252,,
instant,24891,0.0252,,
instant,24892,0.0089,,
instant,24892,0.0089,,
instant,24893,0.014,,
instant,24893,0.014,,
instant,24894,0.0387,,
instant,24894,0.0387,,
instant,24895,0.0123,,
instant,24895,0.0123,,
instant,24896,0.0118,,
instant,24896,0.0118,,
instant,24897,0.0109,,
instant,24897,0.0109,,
instant,24898,0.0561,,
instant,24898,0.0561,,
instant,24899,0.0297,,
instant,24899,0.0297,,
instant,24900,0.0079,,
instant,24900,0.0079,,
instant,24901,0.0149,,
instant,24901,0.0149,,
instant,24902,0.0278,,
instant,24902,0.0278,,
instant,24903,0.0137,,
instant,24903,0.0137,,
instant,24904,0.0246,,
instant,24904,0.0246,,
instant,24905,0.0352,,
instant,24905,0.0352,,
instant,24906,0.0055,,
instant,24906,0.0055,,
instant,24907,0.0156,,
instant,24907,0.0156,,
instant,24908,0.0758,,
instant,24908,0.0758,,
instant,24909,0.0062,,
instant,24909,0.0062,,
instant,24910,0.0425,,
instant,24910,0.0425,,
instant,24911,0.022,,
instant,24911,0.022,,
instant,24912,0.0295,,
instant,24912,0.0295,,
instant,24913,0.0177,,
instant,24913,0.0177,,
instant,24914,0.0228,,
instant,24914,0.0228,,
instant,24915,0.029,,
instant,24915,0.029,,
instant,24916,0.0247,,
instant,24916,0.0247,,
instant,24917,0.0231,,
instant,24917,0.0231,,
instant,24918,0.0087,,
instant,24918,0.0087,,
instant,24919,0.0113,,
instant,24919,0.0113,,
instant,24920,0.0095,,
instant,24920,0.0095,,
instant,24921,0.0124,,
instant,24921,0.0124,,
instant,24922,0.0112,,
instant,24922,0.0112,,
instant,24923,0.023,,
instant,24923,0.023,,
instant,24924,0.0466,,
instant,24924,0.0466,,
instant,24925,0.0152,,
instant,24925,0.0152,,
instant,24926,0.0258,,
instant,24926,0.0258,,
instant,24927,0.0106,,
instant,24927,0.0106,,
instant,24928,0.0047,,
instant,24928,0.0047,,
instant,24929,0.0457,,
instant,24929,0.0457,,
instant,24930,0.0129,,
instant,24930,0.0129,,
instant,24931,0.0181,,
instant,24931,0.0181,,
instant,24932,0.0151,,
instant,24932,0.0151,,
instant,24933,0.0127,,
instant,24933,0.0127,,
instant,24934,0.02,,
instant,24934,0.02,,
instant,24935,0.0378,,
instant,24935,0.0378,,
instant,24936,0.0053,,
instant,24936,0.0053,,
instant,24937,0.0145,,
instant,24937,0.0145,,
instant,24938,0.0023,,
instant,24938,0.0023,,
instant,24939,0.0043,,
instant,24939,0.0043,,
instant,24940,0.0034,,
instant,24940,0.0034,,
instant,24941,0.013,,
instant,24941,0.013,,
instant,24942,0.0443,,
instant,24942,0.0443,,
instant,24943,0.01,,
instant,24943,0.01,,
instant,24944,0.0059,,
instant,24944,0.0059,,
instant,24945,0.0126,,
instant,24945,0.0126,,
instant,24946,0.0738,,
instant,24946,0.0738,,
instant,24947,0.0266,,
instant,24947,0.0266,,
instant,24948,0.0622,,
instant,24948,0.0622,,
instant,24949,0.008,,
instant,24949,0.008,,
instant,24950,0.021,,
instant,24950,0.021,,
instant,24951,0.1458,,
instant,24951,0.1458,,
instant,24952,0.0379,,
instant,24952,0.0379,,
instant,24953,0.0503,,
instant,24953,0.0503,,
instant,24954,0.0152,,
instant,24954,0.0152,,
instant,24955,0.0156,,
instant,24955,0.0156,,
instant,24956,0.0547,,
instant,24956,0.0547,,
instant,24957,0.0072,,
instant,24957,0.0072,,
instant,24958,0.0164,,
instant,24958,0.0164,,
instant,24959,0.0612,,
instant,24959,0.0612,,
instant,24960,0.016,,
instant,24960,0.016,,
instant,24961,0.0365,,
instant,24961,0.0365,,
instant,24962,0.0104,,
instant,24962,0.0104,,
instant,24963,0.0127,,
instant,24963,0.0127,,
instant,24964,0.0036,,
instant,24964,0.0036,,
instant,24965,0.0356,,
instant,24965,0.0356,,
instant,24966,0.0174,,
instant,24966,0.0174,,
instant,24967,0.0204,,
instant,24967,0.0204,,
instant,24968,0.0649,,
instant,24968,0.0649,,
instant,24969,0.0128,,
instant,24969,0.0128,,
instant,24970,0.0242,,
instant,24970,0.0242,,
instant,24971,0.0434,,
instant,24971,0.0434,,
instant,24972,0.0059,,
instant,24972,0.0059,,
instant,24973,0.0259,,
instant,24973,0.0259,,
instant,24974,0.0106,,
instant,24974,0.0106,,
instant,24975,0.0211,,
instant,24975,0.0211,,
instant,24976,0.0091,,
instant,24976,0.0091,,
instant,24977,0.0314,,
instant,24977,0.0314,,
instant,24978,0.0386,,
instant,24978,0.0386,,
instant,24979,0.032,,
instant,24979,0.032,,
instant,24980,0.0141,,
instant,24980,0.0141,,
instant,24981,0.0035,,
instant,24981,0.0035,,
instant,24982,0.0237,,
instant,24982,0.0237,,
instant,24983,0.0077,,
instant,24983,0.0077,,
instant,24984,0.0271,,
instant,24984,0.0271,,
instant,24985,0.0258,,
instant,24985,0.0258,,
instant,24986,0.0139,,
instant,24986,0.0139,,
instant,24987,0.0383,,
instant,24987,0.0383,,
instant,24988,0.0062,,
instant,24988,0.0062,,
instant,24989,0.0073,,
instant,24989,0.0073,,
instant,24990,0.0168,,
instant,24990,0.0168,,
instant,24991,0.0232,,
instant,24991,0.0232,,
instant,24992,0.005,,
instant,24992,0.005,,
instant,24993,0.0459,,
instant,24993,0.0459,,
instant,24994,0.0343,,
instant,24994,0.0343,,
instant,24995,0.027,,
instant,24995,0.027,,
instant,24996,0.0248,,
instant,24996,0.0248,,
instant,24997,0.0114,,
instant,24997,0.0114,,
instant,24998,0.0316,,
instant,24998,0.0316,,
instant,24999,0.0057,,
instant,24999,0.0057,,
instant,25000,0.0257,,
instant,25000,0.0257,,
instant,25001,0.0408,,
instant,25001,0.0408,,
instant,25002,0.0133,,
instant,25002,0.0133,,
instant,25003,0.0083,,
instant,25003,0.0083,,
instant,25004,0.0259,,
instant,25004,0.0259,,
instant,25005,0.0274,,
instant,25005,0.0274,,
instant,25006,0.0107,,
instant,25006,0.0107,,
instant,25007,0.0504,,
instant,25007,0.0504,,
instant,25008,0.0123,,
instant,25008,0.0123,,
instant,25009,0.0449,,
instant,25009,0.0449,,
instant,25010,0.0075,,
instant,25010,0.0075,,
instant,25011,0.0773,,
instant,25011,0.0773,,
instant,25012,0.0263,,
instant,25012,0.0263,,
instant,25013,0.0065,,
instant,25013,0.0065,,
instant,25014,0.0164,,
instant,25014,0.0164,,
instant,25015,0.034,,
instant,25015,0.034,,
instant,25016,0.0354,,
instant,25016,0.0354,,
instant,25017,0.0029,,
instant,25017,0.0029,,
instant,25018,0.0303,,
instant,25018,0.0303,,
instant,25019,0.0329,,
instant,25019,0.0329,,
instant,25020,0.0111,,
instant,25020,0.0111,,
instant,25021,0.0296,,
instant,25021,0.0296,,
instant,25022,0.0804,,
instant,25022,0.0804,,
instant,25023,0.04,,
instant,25023,0.04,,
instant,25024,0.0161,,
instant,25024,0.0161,,
instant,25025,0.0028,,
instant,25025,0.0028,,
instant,25026,0.0071,,
instant,25026,0.0071,,
